in s,C2 in V
-1.1865334E+00,3.26660E+00
-1.1865150E+00,3.29590E+00
-1.1864966E+00,3.25684E+00
-1.1864783E+00,3.25684E+00
-1.1864599E+00,3.28613E+00
-1.1864416E+00,3.27637E+00
-1.1864232E+00,3.25684E+00
-1.1864048E+00,3.25684E+00
-1.1863865E+00,3.23730E+00
-1.1863681E+00,3.27637E+00
-1.1863498E+00,3.27637E+00
-1.1863314E+00,3.29590E+00
-1.1863130E+00,3.26660E+00
-1.1862947E+00,3.24707E+00
-1.1862763E+00,3.23730E+00
-1.1862580E+00,3.24707E+00
-1.1862396E+00,3.31543E+00
-1.1862212E+00,3.26660E+00
-1.1862029E+00,3.27637E+00
-1.1861845E+00,3.21777E+00
-1.1861662E+00,3.26660E+00
-1.1861478E+00,3.24707E+00
-1.1861294E+00,3.24707E+00
-1.1861111E+00,3.25684E+00
-1.1860927E+00,3.28613E+00
-1.1860744E+00,3.30566E+00
-1.1860560E+00,3.30566E+00
-1.1860376E+00,3.22754E+00
-1.1860193E+00,3.27637E+00
-1.1860009E+00,3.23730E+00
-1.1859826E+00,3.26660E+00
-1.1859642E+00,3.31543E+00
-1.1859458E+00,3.27637E+00
-1.1859275E+00,3.27637E+00
-1.1859091E+00,3.29590E+00
-1.1858908E+00,3.28613E+00
-1.1858724E+00,3.24707E+00
-1.1858540E+00,3.24707E+00
-1.1858357E+00,3.29590E+00
-1.1858173E+00,3.29590E+00
-1.1857990E+00,3.24707E+00
-1.1857806E+00,3.25684E+00
-1.1857622E+00,3.28613E+00
-1.1857439E+00,3.23730E+00
